#Date,amazon,google
#Date,amazon,google
01-12-2015,673.750000,747.110000
02-07-2015,437.000000,521.080000
28-05-2015,429.710000,538.010000
23-02-2015,383.440000,536.050000
23-09-2015,457.555000,559.845000
26-05-2015,366.532000,473.545600
24-03-2015,373.990000,562.560000
13-11-2015,583.941600,648.961300
24-08-2015,463.580000,573.000000
11-01-2016,612.480000,716.610000
19-06-2015,440.260000,537.210000
15-09-2015,523.250000,626.700000
23-10-2015,617.680000,727.500000
16-06-2015,424.150000,528.400000
23-06-2015,435.590000,539.640000
25-08-2015,487.490000,614.910000
07-08-2015,529.160000,640.230000
20-11-2015,663.950000,746.530000
02-02-2016,570.000000,784.500000
26-08-2015,484.020000,610.350000
26-06-2015,375.496000,483.534000
17-11-2015,559.559000,649.068100
16-09-2015,521.980000,635.470000
13-10-2015,546.260000,643.150000
16-12-2015,663.560000,750.000000
06-05-2015,421.430000,531.240000
18-09-2015,534.620000,636.790000
06-03-2015,385.520000,574.880000
16-07-2015,418.950000,497.305600
24-02-2015,378.650000,530.000000
10-02-2015,371.190000,529.300000
12-11-2015,673.000000,731.000000
20-01-2016,564.360000,688.610000
16-10-2015,565.270000,664.110000
08-01-2016,619.660000,731.450000
28-10-2015,538.824000,622.450400
27-11-2015,592.296000,651.160200
07-12-2015,674.740000,767.770000
17-04-2015,336.714400,459.934200
21-04-2015,391.310000,537.510000
19-11-2015,664.990000,738.740000
21-08-2015,507.360000,639.780000
07-07-2015,435.680000,523.130000
13-01-2016,620.880000,730.850000
09-04-2015,380.660000,541.030000
17-08-2015,472.848100,564.848000
24-07-2015,578.990000,647.000000
30-11-2015,675.900000,748.810000
14-07-2015,462.320000,546.760000
22-10-2015,562.700000,646.700000
02-10-2015,512.990000,607.200000
13-02-2015,378.410000,543.350000
09-02-2015,371.000000,528.000000
23-11-2015,577.490000,643.832500
27-08-2015,513.710000,639.400000
30-06-2015,434.200000,526.020000
21-10-2015,507.483000,569.110500
10-04-2015,384.310000,542.290000
11-12-2015,651.230000,741.160000
24-09-2015,530.550000,616.640000
24-06-2015,444.970000,540.000000
10-12-2015,665.590000,752.850000
01-05-2015,423.820000,538.430000
19-08-2015,480.366000,590.940000
31-03-2015,373.240000,550.000000
01-04-2015,372.100000,548.600000
11-06-2015,432.290000,538.420000
07-04-2015,376.150000,538.080000
26-02-2015,384.070000,543.210000
29-09-2015,450.340000,537.552000
08-05-2015,430.750000,536.650000
11-08-2015,471.285000,602.280000
04-11-2015,533.596000,628.140000
07-05-2015,424.150000,523.990000
20-03-2015,376.290000,561.650000
30-07-2015,527.650000,630.000000
16-04-2015,383.690000,529.900000
22-12-2015,666.830000,751.650000
27-01-2016,511.691500,628.029600
22-07-2015,485.990000,660.890000
23-12-2015,666.500000,753.470000
10-06-2015,375.284800,455.249600
28-07-2015,536.000000,632.830000
20-02-2015,378.620000,543.130000
04-02-2015,358.380000,529.240000
17-07-2015,477.700000,649.000000
06-08-2015,539.300000,645.000000
01-09-2015,499.140000,602.360000
22-04-2015,344.880800,480.960000
25-11-2015,675.000000,748.140000
28-09-2015,520.020000,610.340000
29-04-2015,375.540000,495.423000
26-10-2015,602.300000,701.550000
22-05-2015,431.550000,540.150000
30-12-2015,691.890000,776.600000
04-09-2015,497.650000,600.000000
18-12-2015,668.650000,746.510000
03-08-2015,537.450000,625.340000
09-09-2015,471.600000,546.673600
12-08-2015,523.750000,663.080000
01-10-2015,454.790000,535.365600
08-06-2015,425.620000,533.310000
04-03-2015,335.567700,508.964300
30-10-2015,626.010000,715.730000
27-10-2015,608.600000,707.380000
18-08-2015,535.040000,661.900000
01-02-2016,578.150000,750.460000
25-03-2015,375.170000,570.500000
13-05-2015,386.982000,477.504000
01-06-2015,430.400000,536.790000
14-01-2016,580.250000,705.380000
10-09-2015,515.150000,613.100000
20-07-2015,492.570000,659.240000
22-09-2015,539.710000,627.000000
01-07-2015,439.350000,524.730000
30-04-2015,384.399000,482.125600
28-08-2015,517.500000,632.820000
30-09-2015,505.440000,603.280000
05-11-2015,647.100000,729.470000
13-03-2015,371.520000,553.500000
15-04-2015,384.650000,528.700000
05-02-2015,366.000000,523.790000
12-02-2015,375.100000,537.250000
16-11-2015,640.920000,715.600000
14-08-2015,528.250000,655.010000
12-05-2015,431.080000,531.600000
28-01-2016,608.370000,722.220000
29-10-2015,617.700000,710.500000
29-07-2015,530.920000,628.800000
22-06-2015,393.300000,464.047400
08-09-2015,508.690000,612.490000
18-06-2015,430.300000,531.000000
