#Date,amazon,google
#Date,amazon,google
26-05-2015,426.200000,538.120000
23-07-2015,383.494800,522.403300
16-10-2015,565.270000,664.110000
29-07-2015,403.499200,503.040000
18-02-2015,285.319200,411.464000
22-04-2015,391.910000,534.400000
20-01-2016,564.360000,688.610000
04-03-2015,385.710000,571.870000
11-11-2015,504.070000,556.669600
21-05-2015,428.000000,537.950000
26-10-2015,602.300000,701.550000
19-05-2015,327.149900,427.184000
25-11-2015,675.000000,748.140000
10-04-2015,384.310000,542.290000
05-11-2015,511.209000,576.281300
02-11-2015,627.130000,711.060000
24-06-2015,444.970000,540.000000
25-06-2015,337.313900,409.541200
14-01-2016,440.990000,564.304000
20-04-2015,378.550000,525.600000
10-02-2015,371.190000,529.300000
17-12-2015,680.000000,762.420000
16-12-2015,504.305600,570.000000
16-09-2015,407.144400,489.311900
27-03-2015,367.110000,553.000000
28-12-2015,665.560000,752.920000
28-09-2015,520.020000,610.340000
14-05-2015,330.676500,400.327500
22-07-2015,379.072200,495.667500
21-09-2015,544.330000,634.400000
11-08-2015,413.683500,521.976000
22-09-2015,404.782500,482.790000
14-04-2015,383.510000,536.250000
25-09-2015,542.570000,629.770000
15-12-2015,665.030000,753.000000
27-07-2015,395.812500,471.960000
20-05-2015,420.600000,538.490000
10-07-2015,440.490000,526.290000
20-08-2015,397.792500,524.368000
09-04-2015,293.108200,432.824000
23-12-2015,526.535000,587.706600
19-10-2015,570.760000,661.180000
29-05-2015,427.230000,537.370000
01-07-2015,439.350000,524.730000
24-04-2015,439.000000,566.100000
13-04-2015,383.530000,538.410000
22-10-2015,450.160000,504.426000
04-06-2015,434.400000,537.760000
13-08-2015,527.370000,659.320000
17-09-2015,526.980000,637.790000
18-08-2015,422.681600,509.663000
20-07-2015,384.204600,494.430000
06-11-2015,655.000000,731.500000
06-08-2015,409.868000,496.650000
21-01-2016,573.580000,702.180000
31-08-2015,516.440000,627.540000
01-02-2016,578.150000,750.460000
08-01-2016,619.660000,731.450000
20-03-2015,376.290000,561.650000
17-06-2015,428.360000,529.370000
01-10-2015,403.690000,486.696000
05-03-2015,385.610000,575.020000
26-08-2015,377.535600,488.280000
08-06-2015,425.620000,533.310000
12-03-2015,276.615000,437.272900
07-12-2015,674.740000,767.770000
16-11-2015,487.099200,572.480000
22-05-2015,340.924500,410.514000
05-05-2015,422.850000,538.210000
30-12-2015,691.890000,776.600000
17-04-2015,290.798800,412.354800
21-08-2015,507.360000,639.780000
10-09-2015,515.150000,613.100000
09-03-2015,378.400000,566.860000
09-12-2015,678.000000,759.170000
17-02-2015,298.398800,426.527400
03-09-2015,514.500000,617.000000
20-02-2015,378.620000,543.130000
12-10-2015,539.960000,642.090000
06-05-2015,337.144000,424.992000
15-07-2015,370.432000,420.097500
08-04-2015,295.981400,403.785000
29-09-2015,506.000000,597.280000
05-02-2015,366.000000,523.790000
12-06-2015,431.250000,531.600000
22-12-2015,666.830000,751.650000
11-01-2016,489.984000,566.121900
13-05-2015,429.980000,530.560000
13-01-2016,496.704000,562.754500
21-12-2015,668.500000,746.130000
07-05-2015,326.595500,392.992500
20-11-2015,663.950000,746.530000
23-02-2015,383.440000,536.050000
24-11-2015,674.140000,752.000000
29-04-2015,426.750000,550.470000
01-04-2015,372.100000,548.600000
03-11-2015,629.530000,718.860000
02-03-2015,380.850000,560.530000
19-08-2015,533.740000,656.600000
14-10-2015,551.340000,653.210000
02-06-2015,430.070000,532.930000
18-05-2015,426.000000,532.010000
01-06-2015,430.400000,536.790000
07-07-2015,435.680000,523.130000
08-12-2015,663.130000,757.890000
06-04-2015,370.100000,532.220000
