#Date,amazon,google
#Date,amazon,google
05-05-2015,422.850000,538.210000
13-01-2016,341.484000,409.276000
09-11-2015,658.650000,730.200000
27-04-2015,253.000200,332.400100
24-11-2015,674.140000,752.000000
04-01-2016,656.290000,743.000000
30-09-2015,505.440000,603.280000
25-06-2015,254.080600,296.378500
27-10-2015,365.160000,403.206600
20-02-2015,378.620000,543.130000
06-02-2015,374.870000,527.640000
29-12-2015,393.228400,444.680200
15-12-2015,372.416800,414.150000
10-11-2015,372.210000,427.396000
14-09-2015,529.440000,625.700000
25-01-2016,597.990000,723.580000
14-12-2015,385.050000,415.402400
12-05-2015,431.080000,531.600000
08-12-2015,663.130000,757.890000
03-09-2015,514.500000,617.000000
13-07-2015,246.559500,303.741600
02-03-2015,380.850000,560.530000
18-11-2015,355.580500,436.548000
29-07-2015,302.624400,364.704000
03-08-2015,306.346500,350.190400
30-10-2015,344.305500,429.438000
29-04-2015,426.750000,550.470000
12-03-2015,221.292000,326.570900
05-01-2016,646.860000,746.450000
23-11-2015,671.500000,757.450000
18-06-2015,430.300000,531.000000
10-09-2015,293.635500,367.860000
26-06-2015,441.760000,537.260000
06-10-2015,300.025000,364.138800
31-03-2015,220.211600,308.000000
10-12-2015,665.590000,752.850000
16-07-2015,265.335000,322.118400
05-03-2015,219.797700,345.012000
04-11-2015,357.823200,433.200000
31-12-2015,686.080000,769.500000
26-01-2016,603.450000,713.850000
20-01-2016,564.360000,688.610000
19-06-2015,242.143000,300.837600
28-05-2015,240.637600,306.665700
23-07-2015,275.329600,390.149300
23-06-2015,239.574500,296.802000
18-09-2015,534.620000,636.790000
21-09-2015,321.154700,355.264000
09-07-2015,434.900000,523.120000
22-01-2016,588.730000,723.600000
09-02-2015,215.180000,300.960000
17-09-2015,526.980000,637.790000
17-06-2015,235.598000,307.034600
03-03-2015,215.012000,342.270000
22-07-2015,281.874200,370.098400
10-08-2015,317.112000,364.503600
15-10-2015,301.262500,360.063000
04-12-2015,666.000000,753.100000
10-06-2015,251.611400,296.441600
01-10-2015,281.050000,352.854600
22-05-2015,241.668000,313.287000
28-04-2015,258.720900,332.784000
28-01-2016,608.370000,722.220000
28-07-2015,536.000000,632.830000
23-12-2015,386.570000,421.943200
02-04-2015,218.595000,324.510000
24-07-2015,578.990000,647.000000
13-11-2015,663.570000,729.170000
25-02-2015,215.043900,321.540000
10-03-2015,207.597500,338.550000
23-10-2015,345.900800,421.950000
12-10-2015,539.960000,642.090000
30-04-2015,427.110000,547.870000
05-11-2015,375.318000,423.092600
02-12-2015,408.600000,430.584000
18-02-2015,375.420000,541.400000
04-03-2015,231.426000,343.122000
21-07-2015,487.900000,655.210000
02-02-2016,570.000000,784.500000
13-08-2015,527.370000,659.320000
07-05-2015,250.248500,293.434400
13-02-2015,215.693700,326.010000
03-06-2015,238.920000,313.147800
11-02-2015,371.230000,535.300000
12-01-2016,375.150000,411.357600
27-03-2015,220.266000,320.740000
27-02-2015,226.560000,304.832000
04-08-2015,529.690000,628.420000
11-06-2015,432.290000,538.420000
12-06-2015,431.250000,531.600000
08-07-2015,256.266500,302.209000
28-12-2015,665.560000,752.920000
18-08-2015,299.622400,397.140000
16-03-2015,207.412800,314.041500
06-11-2015,360.250000,438.900000
22-06-2015,437.000000,539.590000
11-08-2015,523.650000,669.200000
17-11-2015,650.650000,729.290000
07-07-2015,435.680000,523.130000
11-01-2016,612.480000,716.610000
26-03-2015,369.590000,557.590000
26-05-2015,247.196000,317.490800
13-10-2015,546.260000,643.150000
19-03-2015,224.322000,318.852300
06-01-2016,354.540000,408.800000
11-12-2015,651.230000,741.160000
01-05-2015,423.820000,538.430000
24-09-2015,291.802500,351.484800
26-08-2015,484.020000,610.350000
10-02-2015,371.190000,529.300000
19-02-2015,209.154400,295.922000
06-05-2015,421.430000,531.240000
01-04-2015,223.260000,323.674000
29-05-2015,243.521100,311.674600
23-04-2015,390.210000,541.000000
14-07-2015,462.320000,546.760000
