#Date,amazon,google
#Date,amazon,google
15-04-2015,342.338500,470.543000
17-11-2015,650.650000,729.290000
29-10-2015,537.399000,611.030000
22-09-2015,539.710000,627.000000
09-04-2015,327.367600,459.875500
16-11-2015,640.920000,715.600000
29-12-2015,589.842600,682.354100
23-03-2015,378.070000,560.430000
07-12-2015,674.740000,767.770000
28-07-2015,536.000000,632.830000
04-03-2015,385.710000,571.870000
24-03-2015,321.631400,495.052800
15-12-2015,665.030000,753.000000
18-03-2015,369.970000,552.500000
02-11-2015,627.130000,711.060000
30-06-2015,434.200000,526.020000
06-08-2015,539.300000,645.000000
15-09-2015,523.250000,626.700000
15-01-2016,572.240000,692.290000
11-03-2015,370.610000,555.140000
22-01-2016,588.730000,723.600000
07-08-2015,529.160000,640.230000
20-04-2015,378.550000,525.600000
30-03-2015,319.808200,468.877000
20-08-2015,456.135400,583.359400
10-06-2015,379.549400,460.543200
23-02-2015,383.440000,536.050000
10-04-2015,334.349700,482.638100
10-07-2015,440.490000,526.290000
05-02-2015,366.000000,523.790000
06-11-2015,655.000000,731.500000
01-04-2015,372.100000,548.600000
30-10-2015,557.148900,644.157000
12-08-2015,523.750000,663.080000
13-04-2015,345.177000,463.032600
30-11-2015,675.900000,748.810000
22-12-2015,666.830000,751.650000
06-01-2016,622.000000,730.000000
03-03-2015,330.197000,496.291500
07-05-2015,424.150000,523.990000
11-05-2015,432.510000,538.370000
16-06-2015,424.150000,528.400000
26-08-2015,484.020000,610.350000
29-01-2016,571.980000,731.530000
22-04-2015,391.910000,534.400000
25-06-2015,438.070000,538.870000
08-01-2016,619.660000,731.450000
06-04-2015,370.100000,532.220000
18-12-2015,668.650000,746.510000
24-09-2015,530.550000,616.640000
20-10-2015,572.000000,664.040000
11-01-2016,612.480000,716.610000
13-01-2016,620.880000,730.850000
26-10-2015,511.955000,617.364000
26-03-2015,369.590000,557.590000
25-09-2015,542.570000,629.770000
16-04-2015,383.690000,529.900000
26-05-2015,383.580000,473.545600
16-12-2015,663.560000,750.000000
05-03-2015,327.768500,511.767800
01-02-2016,578.150000,750.460000
21-04-2015,391.310000,537.510000
26-02-2015,384.070000,543.210000
30-09-2015,505.440000,603.280000
09-12-2015,589.860000,660.477900
19-01-2016,577.090000,703.300000
19-05-2015,424.870000,533.980000
18-11-2015,562.463700,647.546200
28-09-2015,520.020000,610.340000
28-04-2015,438.510000,554.640000
24-02-2015,378.650000,530.000000
16-03-2015,370.380000,550.950000
24-04-2015,439.000000,566.100000
23-07-2015,491.660000,661.270000
27-01-2016,601.990000,713.670000
17-02-2015,339.948000,492.147000
30-04-2015,427.110000,547.870000
10-12-2015,592.375100,670.036500
12-02-2015,375.100000,537.250000
27-10-2015,608.600000,707.380000
09-06-2015,422.960000,527.560000
15-05-2015,428.000000,539.180000
26-06-2015,441.760000,537.260000
21-08-2015,507.360000,639.780000
25-03-2015,375.170000,570.500000
05-06-2015,429.660000,536.350000
20-05-2015,378.540000,468.486300
13-07-2015,448.290000,532.880000
19-08-2015,533.740000,656.600000
18-02-2015,375.420000,541.400000
19-03-2015,373.870000,559.390000
06-03-2015,385.520000,574.880000
16-09-2015,443.683000,571.923000
20-01-2016,564.360000,688.610000
19-11-2015,664.990000,738.740000
17-03-2015,371.110000,551.710000
25-01-2016,597.990000,723.580000
01-09-2015,499.140000,602.360000
20-02-2015,378.620000,543.130000
10-03-2015,377.450000,564.250000
14-01-2016,580.250000,705.380000
01-06-2015,430.400000,536.790000
17-09-2015,526.980000,637.790000
02-03-2015,380.850000,560.530000
05-05-2015,422.850000,538.210000
20-07-2015,492.570000,659.240000
01-12-2015,673.750000,747.110000
11-12-2015,573.082400,637.397600
12-05-2015,431.080000,531.600000
19-10-2015,485.146000,581.838400
28-08-2015,517.500000,632.820000
02-04-2015,370.500000,540.850000
01-10-2015,511.000000,608.370000
29-05-2015,371.690100,478.259300
14-08-2015,528.250000,655.010000
11-06-2015,432.290000,538.420000
05-11-2015,647.100000,729.470000
18-09-2015,534.620000,636.790000
20-11-2015,570.997000,634.550500
21-10-2015,479.289500,556.027500
13-02-2015,333.000800,467.281000
03-12-2015,591.112800,681.748900
22-10-2015,483.922000,549.695000
13-11-2015,663.570000,729.170000
02-10-2015,512.990000,607.200000
19-02-2015,373.490000,538.040000
05-01-2016,562.768200,656.876000
18-08-2015,535.040000,661.900000
14-10-2015,551.340000,653.210000
31-12-2015,686.080000,769.500000
20-03-2015,338.661000,494.252000
27-07-2015,527.750000,621.000000
23-06-2015,435.590000,539.640000
21-07-2015,429.352000,589.689000
29-06-2015,434.980000,525.010000
09-11-2015,658.650000,730.200000
24-08-2015,417.222000,515.700000
25-11-2015,675.000000,748.140000
10-11-2015,653.000000,724.400000
15-10-2015,547.750000,654.660000
17-08-2015,531.290000,656.800000
04-12-2015,666.000000,753.100000
23-11-2015,671.500000,757.450000
17-04-2015,382.630000,528.660000
03-08-2015,537.450000,625.340000
31-07-2015,539.090000,631.380000
29-04-2015,426.750000,550.470000
13-05-2015,429.980000,530.560000
25-08-2015,487.490000,614.910000
13-03-2015,371.520000,553.500000
01-05-2015,423.820000,538.430000
08-09-2015,508.690000,612.490000
22-07-2015,485.990000,660.890000
04-09-2015,497.650000,600.000000
01-07-2015,439.350000,524.730000
07-07-2015,435.680000,523.130000
29-09-2015,506.000000,597.280000
04-08-2015,529.690000,628.420000
27-04-2015,443.860000,563.390000
28-10-2015,612.300000,707.330000
19-06-2015,440.260000,537.210000
27-11-2015,680.800000,748.460000
17-12-2015,591.600000,655.681200
08-12-2015,663.130000,757.890000
24-12-2015,663.350000,749.550000
11-02-2015,371.230000,535.300000
10-09-2015,515.150000,613.100000
18-05-2015,426.000000,532.010000
13-10-2015,546.260000,643.150000
22-06-2015,437.000000,539.590000
27-03-2015,367.110000,553.000000
28-12-2015,565.726000,662.569600
12-01-2016,625.250000,721.680000
12-11-2015,673.000000,731.000000
06-10-2015,545.500000,638.840000
21-01-2016,573.580000,702.180000
23-09-2015,538.300000,622.050000
07-01-2016,621.800000,730.310000
27-08-2015,513.710000,639.400000
25-02-2015,377.270000,535.900000
04-06-2015,434.400000,537.760000
15-07-2015,416.736000,481.711800
23-10-2015,617.680000,727.500000
24-06-2015,444.970000,540.000000
08-05-2015,430.750000,536.650000
16-07-2015,465.500000,565.120000
27-05-2015,427.450000,532.800000
09-09-2015,524.000000,621.220000
06-05-2015,421.430000,531.240000
08-06-2015,425.620000,533.310000
24-07-2015,578.990000,647.000000
30-07-2015,527.650000,630.000000
06-07-2015,435.230000,519.500000
17-06-2015,428.360000,529.370000
05-08-2015,538.800000,634.330000
03-06-2015,434.400000,539.910000
04-11-2015,627.760000,722.000000
10-08-2015,528.520000,639.480000
21-05-2015,380.920000,484.155000
14-05-2015,365.032500,453.704500
31-03-2015,373.240000,550.000000
02-12-2015,585.660000,684.321000
08-07-2015,434.350000,521.050000
04-02-2015,308.206800,455.146400
12-10-2015,539.960000,642.090000
02-07-2015,393.300000,468.972000
10-02-2015,371.190000,529.300000
30-12-2015,691.890000,776.600000
04-01-2016,656.290000,743.000000
31-08-2015,516.440000,627.540000
21-09-2015,544.330000,634.400000
02-06-2015,382.762300,468.978400
09-03-2015,336.776000,487.499600
07-04-2015,376.150000,538.080000
14-04-2015,345.159000,455.812500
02-09-2015,505.090000,605.590000
26-01-2016,603.450000,713.850000
15-06-2015,427.660000,528.000000
13-08-2015,527.370000,659.320000
17-07-2015,477.700000,649.000000
14-09-2015,529.440000,625.700000
03-11-2015,629.530000,718.860000
22-05-2015,431.550000,540.150000
27-02-2015,384.000000,554.240000
11-09-2015,521.070000,619.750000
06-02-2015,374.870000,527.640000
14-12-2015,577.575000,660.193100
24-11-2015,674.140000,752.000000
14-07-2015,462.320000,546.760000
29-07-2015,472.518800,553.344000
09-02-2015,371.000000,528.000000
23-12-2015,593.185000,670.588300
28-01-2016,608.370000,722.220000
28-05-2015,429.710000,538.010000
08-04-2015,374.660000,538.380000
23-04-2015,390.210000,541.000000
16-10-2015,565.270000,664.110000
11-11-2015,663.250000,732.460000
03-09-2015,457.905000,549.130000
09-07-2015,434.900000,523.120000
21-12-2015,668.500000,746.130000
11-08-2015,523.650000,669.200000
02-02-2016,484.500000,698.205000
12-06-2015,431.250000,531.600000
12-03-2015,368.820000,553.510000
18-06-2015,430.300000,531.000000
04-05-2015,424.800000,538.530000
03-02-2016,553.500000,770.220000
