#Date,amazon,google
#Date,amazon,google
28-04-2015,438.510000,554.640000
15-04-2015,384.650000,528.700000
16-11-2015,640.920000,715.600000
12-08-2015,523.750000,663.080000
02-12-2015,681.000000,768.900000
30-07-2015,527.650000,630.000000
10-07-2015,440.490000,526.290000
16-07-2015,465.500000,565.120000
20-02-2015,378.620000,543.130000
19-08-2015,533.740000,656.600000
29-04-2015,426.750000,550.470000
09-12-2015,678.000000,759.170000
11-12-2015,651.230000,741.160000
01-04-2015,372.100000,548.600000
31-12-2015,686.080000,769.500000
01-07-2015,373.447500,456.515100
06-07-2015,435.230000,519.500000
22-09-2015,539.710000,627.000000
17-08-2015,472.848100,591.120000
22-12-2015,666.830000,751.650000
31-07-2015,539.090000,631.380000
12-03-2015,368.820000,553.510000
22-10-2015,562.700000,646.700000
05-01-2016,646.860000,746.450000
23-12-2015,666.500000,753.470000
11-09-2015,521.070000,619.750000
11-02-2015,371.230000,535.300000
01-09-2015,499.140000,602.360000
24-08-2015,403.314600,487.050000
07-12-2015,607.266000,660.282200
24-12-2015,663.350000,749.550000
01-05-2015,423.820000,538.430000
05-03-2015,385.610000,575.020000
01-06-2015,430.400000,536.790000
03-03-2015,383.950000,570.450000
08-06-2015,425.620000,533.310000
10-02-2015,371.190000,529.300000
13-01-2016,620.880000,730.850000
19-05-2015,424.870000,533.980000
10-08-2015,528.520000,639.480000
10-04-2015,334.349700,466.369400
26-05-2015,426.200000,538.120000
18-12-2015,668.650000,746.510000
04-11-2015,627.760000,722.000000
15-12-2015,665.030000,753.000000
12-01-2016,625.250000,721.680000
15-06-2015,427.660000,528.000000
07-07-2015,435.680000,523.130000
04-08-2015,529.690000,628.420000
04-02-2015,358.380000,529.240000
13-10-2015,546.260000,643.150000
17-11-2015,585.585000,627.189400
17-07-2015,477.700000,649.000000
04-01-2016,656.290000,743.000000
26-02-2015,384.070000,543.210000
31-03-2015,373.240000,550.000000
23-02-2015,383.440000,536.050000
28-07-2015,536.000000,632.830000
07-01-2016,621.800000,730.310000
11-05-2015,371.958600,473.765600
02-06-2015,430.070000,532.930000
30-03-2015,371.870000,551.620000
08-07-2015,434.350000,521.050000
18-06-2015,430.300000,531.000000
27-02-2015,384.000000,554.240000
13-07-2015,448.290000,532.880000
30-06-2015,434.200000,526.020000
