#Date,amazon,google
#Date,amazon,google
24-03-2015,373.990000,562.560000
06-08-2015,361.331000,432.150000
06-07-2015,287.251800,353.260000
28-01-2016,608.370000,722.220000
11-08-2015,345.609000,468.440000
27-08-2015,513.710000,639.400000
22-09-2015,539.710000,627.000000
04-03-2015,258.425700,383.152900
03-09-2015,514.500000,617.000000
20-05-2015,420.600000,538.490000
29-09-2015,506.000000,597.280000
17-08-2015,371.903000,440.056000
13-01-2016,434.616000,482.361000
03-03-2015,249.567500,370.792500
14-10-2015,551.340000,653.210000
08-01-2016,619.660000,731.450000
04-08-2015,529.690000,628.420000
03-11-2015,434.375700,474.447600
20-11-2015,663.950000,746.530000
03-06-2015,434.400000,539.910000
09-07-2015,434.900000,523.120000
31-07-2015,355.799400,429.338400
16-07-2015,465.500000,565.120000
29-04-2015,281.655000,357.805500
01-12-2015,458.150000,522.977000
23-04-2015,390.210000,541.000000
19-08-2015,533.740000,656.600000
15-04-2015,261.562000,354.229000
01-07-2015,439.350000,524.730000
18-05-2015,426.000000,532.010000
25-06-2015,438.070000,538.870000
10-04-2015,384.310000,542.290000
12-06-2015,431.250000,531.600000
20-10-2015,388.960000,458.187600
27-03-2015,367.110000,553.000000
20-08-2015,355.361300,458.822000
05-03-2015,385.610000,575.020000
04-05-2015,424.800000,538.530000
21-08-2015,507.360000,639.780000
09-12-2015,454.260000,516.235600
20-01-2016,564.360000,688.610000
26-08-2015,484.020000,610.350000
11-01-2016,398.112000,487.294800
24-08-2015,463.580000,573.000000
06-03-2015,385.520000,574.880000
21-12-2015,434.525000,507.368400
12-05-2015,431.080000,531.600000
09-09-2015,524.000000,621.220000
07-01-2016,404.170000,489.307700
15-01-2016,572.240000,692.290000
14-04-2015,383.510000,536.250000
27-07-2015,353.592500,416.070000
25-01-2016,597.990000,723.580000
10-06-2015,426.460000,529.360000
19-11-2015,664.990000,738.740000
23-09-2015,538.300000,622.050000
13-05-2015,288.086600,350.169600
09-02-2015,248.570000,348.480000
06-02-2015,374.870000,527.640000
04-12-2015,666.000000,753.100000
05-11-2015,647.100000,729.470000
08-04-2015,374.660000,538.380000
22-05-2015,431.550000,540.150000
28-10-2015,612.300000,707.330000
27-10-2015,608.600000,707.380000
10-08-2015,528.520000,639.480000
03-12-2015,679.440000,766.010000
16-11-2015,640.920000,715.600000
28-12-2015,665.560000,752.920000
04-09-2015,328.449000,396.000000
15-06-2015,427.660000,528.000000
29-01-2016,571.980000,731.530000
16-10-2015,565.270000,664.110000
23-06-2015,283.133500,361.558800
26-06-2015,441.760000,537.260000
17-07-2015,334.390000,447.810000
11-12-2015,429.811800,496.577200
31-03-2015,373.240000,550.000000
31-12-2015,686.080000,769.500000
21-07-2015,317.135000,438.990700
20-04-2015,261.199500,352.152000
11-09-2015,521.070000,619.750000
02-04-2015,255.645000,367.778000
10-12-2015,432.633500,526.995000
05-08-2015,355.608000,437.687700
24-04-2015,439.000000,566.100000
01-02-2016,578.150000,750.460000
14-08-2015,528.250000,655.010000
27-02-2015,384.000000,554.240000
22-10-2015,388.263000,426.822000
16-04-2015,260.909200,344.435000
11-06-2015,432.290000,538.420000
30-10-2015,626.010000,715.730000
28-08-2015,351.900000,436.645800
27-05-2015,294.940500,362.304000
13-11-2015,663.570000,729.170000
17-03-2015,371.110000,551.710000
09-04-2015,258.848800,351.669500
10-07-2015,308.343000,352.614300
12-01-2016,418.917500,497.959200
19-03-2015,373.870000,559.390000
20-03-2015,376.290000,561.650000
15-05-2015,428.000000,539.180000
10-03-2015,252.891500,389.332500
21-01-2016,573.580000,702.180000
26-03-2015,240.233500,384.737100
27-11-2015,680.800000,748.460000
21-10-2015,563.870000,654.150000
05-01-2016,439.864800,507.586000
11-11-2015,464.275000,476.099000
06-01-2016,622.000000,730.000000
19-01-2016,577.090000,703.300000
23-10-2015,617.680000,727.500000
16-09-2015,360.166200,432.119600
01-06-2015,301.280000,359.649300
30-03-2015,371.870000,551.620000
19-10-2015,570.760000,661.180000
12-03-2015,247.109400,376.386800
14-07-2015,323.624000,366.329200
25-09-2015,374.373300,434.541300
04-02-2015,250.866000,354.590800
19-06-2015,299.376800,359.930700
17-04-2015,382.630000,528.660000
08-07-2015,304.045000,359.524500
15-07-2015,310.236800,386.489700
29-05-2015,294.788700,376.159000
21-05-2015,295.320000,355.047000
07-12-2015,452.075800,514.405900
27-01-2016,601.990000,713.670000
20-02-2015,378.620000,543.130000
14-09-2015,360.019200,425.476000
13-08-2015,363.885300,454.930800
15-10-2015,547.750000,654.660000
08-06-2015,280.909200,362.650800
18-09-2015,534.620000,636.790000
05-06-2015,429.660000,536.350000
19-02-2015,373.490000,538.040000
