#Date,amazon,google
#Date,amazon,google
22-04-2015,391.910000,534.400000
08-05-2015,430.750000,536.650000
09-09-2015,524.000000,621.220000
04-08-2015,529.690000,628.420000
21-12-2015,467.950000,507.368400
14-04-2015,383.510000,536.250000
12-08-2015,523.750000,663.080000
06-01-2016,622.000000,730.000000
15-09-2015,523.250000,626.700000
01-10-2015,511.000000,608.370000
27-04-2015,310.702000,388.739100
26-03-2015,369.590000,557.590000
14-08-2015,353.927500,445.406800
17-02-2015,249.295200,377.312700
05-02-2015,256.200000,345.701400
27-08-2015,359.597000,428.398000
02-03-2015,380.850000,560.530000
29-04-2015,426.750000,550.470000
31-12-2015,480.256000,507.870000
03-08-2015,537.450000,625.340000
18-09-2015,347.503000,433.017200
10-06-2015,426.460000,529.360000
04-09-2015,338.402000,408.000000
26-10-2015,602.300000,701.550000
06-07-2015,291.604100,363.650000
28-05-2015,429.710000,538.010000
10-11-2015,653.000000,724.400000
16-10-2015,565.270000,664.110000
04-03-2015,254.568600,371.715500
14-10-2015,374.911200,431.118600
26-01-2016,603.450000,713.850000
16-06-2015,424.150000,528.400000
16-07-2015,321.195000,367.328000
22-07-2015,320.753400,462.623000
29-10-2015,617.700000,710.500000
04-02-2015,240.114600,344.006000
29-09-2015,506.000000,597.280000
18-02-2015,375.420000,541.400000
22-10-2015,562.700000,646.700000
17-07-2015,477.700000,649.000000
15-07-2015,305.606400,386.489700
26-02-2015,384.070000,543.210000
11-06-2015,432.290000,538.420000
22-05-2015,280.507500,367.302000
12-11-2015,444.180000,497.080000
27-05-2015,427.450000,532.800000
23-11-2015,671.500000,757.450000
19-03-2015,373.870000,559.390000
13-05-2015,292.386400,371.392000
21-01-2016,390.034400,463.438800
29-07-2015,530.920000,628.800000
01-02-2016,578.150000,750.460000
17-08-2015,350.651400,446.624000
10-04-2015,384.310000,542.290000
03-12-2015,462.019200,505.566600
18-12-2015,668.650000,746.510000
23-07-2015,344.162000,443.050900
02-06-2015,430.070000,532.930000
24-02-2015,378.650000,530.000000
26-05-2015,426.200000,538.120000
23-06-2015,283.133500,356.162400
30-11-2015,675.900000,748.810000
09-03-2015,378.400000,566.860000
24-03-2015,243.093500,376.915200
13-04-2015,383.530000,538.410000
16-12-2015,431.314000,525.000000
23-04-2015,390.210000,541.000000
22-06-2015,284.050000,377.713000
13-02-2015,378.410000,543.350000
13-11-2015,437.956200,481.252200
11-05-2015,285.456600,366.091600
28-08-2015,357.075000,417.661200
16-11-2015,640.920000,715.600000
03-09-2015,514.500000,617.000000
27-03-2015,367.110000,553.000000
13-08-2015,527.370000,659.320000
06-10-2015,545.500000,638.840000
17-06-2015,287.001200,359.971600
21-07-2015,317.135000,452.094900
11-01-2016,612.480000,716.610000
12-01-2016,431.422500,490.742400
31-07-2015,539.090000,631.380000
20-07-2015,344.799000,461.468000
12-03-2015,368.820000,553.510000
09-02-2015,371.000000,528.000000
11-02-2015,371.230000,535.300000
20-11-2015,663.950000,746.530000
02-10-2015,512.990000,607.200000
16-04-2015,383.690000,529.900000
10-03-2015,260.440500,383.690000
19-11-2015,452.193200,517.118000
16-03-2015,370.380000,550.950000
01-07-2015,439.350000,524.730000
24-08-2015,301.327000,389.640000
25-08-2015,487.490000,614.910000
01-04-2015,241.865000,362.076000
08-04-2015,258.515400,366.098400
28-07-2015,536.000000,632.830000
21-08-2015,507.360000,639.780000
20-02-2015,378.620000,543.130000
01-06-2015,430.400000,536.790000
25-03-2015,247.612200,370.825000
21-04-2015,391.310000,537.510000
15-10-2015,383.425000,451.715400
17-09-2015,526.980000,637.790000
27-07-2015,527.750000,621.000000
11-08-2015,523.650000,669.200000
04-06-2015,434.400000,537.760000
23-02-2015,383.440000,536.050000
04-12-2015,666.000000,753.100000
11-11-2015,437.745000,476.099000
30-09-2015,505.440000,603.280000
06-08-2015,539.300000,645.000000
14-05-2015,429.450000,533.770000
05-05-2015,422.850000,538.210000
02-09-2015,328.308500,423.913000
08-06-2015,425.620000,533.310000
27-01-2016,397.313400,463.885500
